ID	Source	Change	Target
Maya0700	Ma' táan in bin maan tu k'íiwikil koonoli'	ASPECT:CUS	Ma' suuk in bin maan tu k'íiwikil koonoli'
Maya0701	Ma' táan in bin maan tu k'íiwikil koonoli'	ASPECT:BEG	Ma' káaj in bin maan tu k'íiwikil koonoli'
Maya0034	Jach k'a'abéet a bin tu k'íiwikil koonol	PERSON:1_SI	Jach k'a'abéet in bin tu k'íiwikil koonol
Maya0035	Jach k'a'abéet a bin tu k'íiwikil koonol	PERSON:3_SI	Jach k'a'abéet u bin tu k'íiwikil koonol
Maya0036	Jach k'a'abéet a bin tu k'íiwikil koonol	PERSON:3_PL	Jach k'a'abéet u bino'ob tu k'íiwikil koonol
Maya0037	Jach k'a'abéet a bin tu k'íiwikil koonol	PERSON:2_PL	Jach k'a'abéet a bine'ex tu k'íiwikil koonol
Maya0031	Ka'abeje' yaan in bin tu k'íiwikil koonol	PERSON:2_SI	Ka'abeje' yaan a bin koonol
Maya0032	Ka'abeje' yaan in bin tu k'íiwikil koonol	PERSON:3_PL	Ka'abeje' yaan u bino'ob koonol
Maya0033	Ka'abeje' yaan in bin tu k'íiwikil koonol	PERSON:2_PL	Ka'abeje' yaan a bine'ex koonol
Maya0687	Ma' k'aja'anto'on buka'aj k ja'abili'	"TYPE:AFF, STATUS:CMP"	Tek k'aja'anto'on buka'aj k ja'abili'
Maya0242	Ba'atelnajen te' tu kúuchil báaxalo'	PERSON:2_SI	Ba'atelnajech te' tu kúuchil báaxalo'
Maya0243	Ba'atelnajen te' tu kúuchil báaxalo'	PERSON:3_PL	Ba'atelnajo'ob te' tu kúuchil báaxalo'
Maya0244	Ba'atelnajen te' tu kúuchil báaxalo'	PERSON:2_PL	Ba'atelnaje'ex te' tu kúuchil báaxalo'
Maya0105	Táan wáaj a bin koonol merkaado	PERSON:3_PL	Táan wáaj u bino'ob koonol merkaado
Maya0106	Táan wáaj a bin koonol merkaado	PERSON:2_PL	Táan wáaj a bine'ex koonol merkaado
Maya0107	Táan wáaj a bin koonol merkaado	PERSON:1_PL	Táan wáaj k bin koonol merkaado
Maya0492	Ts'oka'an wáaj in beel	PERSON:2_SI	Ts'oka'an wáaj a beel
Maya0493	Ts'oka'an wáaj in beel	PERSON:3_SI	Ts'oka'an wáaj u beel
Maya0494	Ts'oka'an wáaj in beel	PERSON:1_PL	Ts'oka'an wáaj k beel
Maya0495	Ts'oka'an wáaj in beel	PERSON:3_PL	Ts'oka'an wáaj a beele'ex
Maya0496	Ts'oka'an wáaj in beel	PERSON:3_PL	Ts'oka'an wáaj u beelo'ob
Maya0182	J-jaanen merkaado	PERSON:1_PL	J-jaano'on merkaado
Maya0183	J-jaanen merkaado	PERSON:2_PL	J-jaane'ex merkaado
Maya0184	J-jaanen merkaado	PERSON:2_SI	J-jaanech merkaado
Maya0737	Kin jóok'ol wáaj koonol tu k'íiwikil koonol	ASPECT:TER	Ts'o'ok wáaj in jóok'ol koonol tu k'íiwikil koonol
Maya0738	Kin jóok'ol wáaj koonol tu k'íiwikil koonol	ASPECT:COM	Yaan wáaj in jóok'ol koonol tu k'íiwikil koonol
Maya0624	Ki'imak a wóol a bin ich kool	SUBTYPE:INT	Ki'imak a wóol wáaj a bin ich kool
Maya0203	Jbinen xook te' tu kúuchil báaxalo'	"SUBTYPE:INT, PERSON:2_SI"	Jbinech wáaj xook te' tu kúuchil báaxalo'
Maya0203a	Jbinen xoox te' tu kúuchil báaxalo'	SUBTYPE:INT	Jbinen wáaj xook te' tu kúuchil báaxalo'
Maya0203b	Jbinen wáaj xook te' tu kúuchil báaxalo'	PERSON:2_SI	Jbinech wáaj xook te' tu kúuchil báaxalo'
Maya0341	Yaan in jochik chak nal tin kool	PERSON:2_SI	Yaan a jochik chak nal ta kool
Maya0342	Yaan in jochik chak nal tin kool	PERSON:1_PL	Yaan k jochik chak nal tek kool
Maya0343	Yaan in jochik chak nal tin kool	PERSON:2_PL	Yaan a jochike'ex chak nal ta koole'ex
Maya0344	Yaan in jochik chak nal tin kool	PERSON:3_PL	Yaan u jochiko'ob chak nal tu koolo'ob
Maya0612	Tin konaj in najil	SUBTYPE:INT	Tin wáaj konaj in najil
Maya0613	Tin konaj in najil	TYPE:NEG	Ma' tin konaj in najili'
Maya0001	Táan in bin koonol tu k'íiwikil koonol	PERSON:2_SI	Táan a bin koonol tu k'íiwikil koonol
Maya0002	Táan in bin koonol tu k'íiwikil koonol	PERSON:3_SI	Táan u bin koonol tu k'íiwikil koonol
Maya0003	Táan in bin koonol tu k'íiwikil koonol	PERSON:3_PL	Leti'obe' táan u bino'ob koonol tu k'íiwikil koonol
Maya0004	Táan in bin koonol tu k'íiwikil koonol	PERSON:3_PL	Leti'obe' táan u bino'ob koonol tu k'íiwikil koonol
Maya0005	Táan in bin koonol tu k'íiwikil koonol	PERSON:2_PL	Te'exe' táan a bine'ex koonol tu k'íiwikil koonol
Maya0006	Táan in bin koonol tu k'íiwikil koonol	PERSON:1_PL	Táan k bin koonol tu k'íiwikil koonol
Maya0644	Táan k xook tu naajil xook	SUBTYPE:INT	Táan wáaj k xook tu naajil xook
Maya0734	Yaan in manik ch'ujuko'ob tu k'íiwikil koonol	MARK:T	Yaan in jaantik ch'ujuko'ob tu k'íiwikil koonol
Maya0735	Yaan in manik ch'ujuko'ob tu k'íiwikil koonol	MARK:S	Yaan in bisik ch'ujuko'ob tu k'íiwikil koonol
Maya0736	Yaan in manik ch'ujuko'ob tu k'íiwikil koonol	MARK:T	Yaan in k'a'aytik ch'ujuko'ob tu k'íiwikil koonol
Maya0512	Tene' in jatsmajimbáaj	PERSON:2_SI	Teche' a jatsmajabáaj
Maya0513	Tene' in jatsmajimbáaj	PERSON:3_SI	Leti'e' u jatsmajubáaj
Maya0514	Tene' in jatsmajimbáaj	PERSON:1_PL	To'one' k jatsmajekbáaj
Maya0515	Tene' in jatsmajimbáaj	PERSON:2_PL	Te'exe' a jatsmajaba'ex
Maya0516	Tene' in jatsmajimbáaj	PERSON:3_PL	Leti'obe' u jatsmajuba'ob
Maya0327	Tene' kin bin páak ich kool	PERSON:2_SI	Teche' ka bin páak ich kool
Maya0328	Tene' kin bin páak ich kool	PERSON:3_SI	Leti'e' ku bin páak ich kool
Maya0329	Tene' kin bin páak ich kool	PERSON:1_PL	To'one k bin páak ich kool
Maya0330	Tene' kin bin páak ich kool	PERSON:2_PL	Te'exe' ka bine'ex páak tu kool
Maya0294	Táan wáaj a bin ich kool	PERSON:2_SI	Táan wáaj u bin ich kool
Maya0295	Táan wáaj a bin ich kool	PERSON:3_PL	Táan wáaj u bino'ob ich kool
Maya0296	Táan wáaj a bin ich kool	PERSON:2_PL	Táan wáaj a bine'ex ich kool
Maya0297	Táan wáaj a bin ich kool	PERSON:1_PL	Táan wáaj k bin ich kool
Maya0675	Yaan ti' teen 18 ja'abo'ob	"TYPE:NEG, SUBTYPE:INT"	Mina'an wáaj ti' teen 18 ja'abo'ob
Maya0676	Yaan ti' teen 18 ja'abo'ob	TYPE:NEG	Mina'anten 18 ja'abo'ob
Maya0038	Ma' jach k'a'abéet in bin tu k'íiwikil koonoli'	PERSON:3_SI	Ma' jach k'a'abéet u bin k'íiwikil koonoli'
Maya0039	Ma' jach k'a'abéet in bin tu k'íiwikil koonoli'	PERSON:3_PL	Ma' jach k'a'abéet u bino'ob tu k'íiwikil koonoli'
Maya0040	Ma' jach k'a'abéet in bin tu k'íiwikil koonoli'	PERSON:2_PL	Ma' jach k'a'abéet a bine'ex k'íiwikil koonoli'
Maya0375	Táan in boon tu naajil xook	PERSON:2_SI	Táan a boon tu naajil xook
Maya0376	Táan in boon tu naajil xook	PERSON:3_SI	Táan u boon tu naajil xook
Maya0377	Táan in boon tu naajil xook	PERSON:1_PL	Táan k boon tu naajil xook
Maya0378	Táan in boon tu naajil xook	PERSON:2_PL	Táan a boone'ex xook tu naajil xook
Maya0379	Táan in boon tu naajil xook	PERSON:3_PL	Táan u boono'ob tu naajil xook
Maya0095	Yaan wáaj in bin koonol merkaado	PERSON:2_SI	Yaan wáaj a bin koonol merkaado
Maya0096	Yaan wáaj in bin koonol merkaado	PERSON:3_SI	Yaan wáaj u bin koonol merkaado
Maya0097	Yaan wáaj in bin koonol merkaado	PERSON:3_PL	Yaan wáaj u bino'ob koonol merkaado
Maya0098	Yaan wáaj in bin koonol merkaado	PERSON:2_PL	Yaan wáaj a bine'ex koonol merkaado
Maya0099	Yaan wáaj in bin koonol merkaado	PERSON:1_PL	Yaan wáaj k bin koonol merkaado
Maya0169	Tene' áak'ab kin bin merkaado	PERSON:2_SI	Teche' áak'ab ka bin merkaado
Maya0170	Tene' áak'ab kin bin merkaado	PERSON:3_SI	Leti'e' áak'ab ku bin merkaado
Maya0171	Tene' áak'ab kin bin merkaado	PERSON:1_PL	To'one' áak'ab k bin merkaado
Maya0172	Tene' áak'ab kin bin merkaado	PERSON:2_PL	Te'exe' áak'ab ka bine'ex merkaado
Maya0652	Tan k k'íilkab	TYPE:NEG	Ma' tan k k'íilkabi'
Maya0284	Yaan wáaj in bin ich kool	PERSON:2_SI	Yaan wáaj a bin ich kool
Maya0285	Yaan wáaj in bin ich kool	PERSON:3_SI	Yaan wáaj u bin ich kool
Maya0286	Yaan wáaj in bin ich kool	PERSON:3_PL	Yaan wáaj u bino'ob ich kool
Maya0287	Yaan wáaj in bin ich kool	PERSON:2_PL	Yaan wáaj a bine'ex ich kool
Maya0288	Yaan wáaj in bin ich kool	PERSON:1_PL	Yaan wáaj k bin ich kool
Maya0564	Tene' kajakbalen weye'	PERSON:2_SI	Teche' kajakbalech weye'
Maya0565	Tene' kajakbalen weye'	PERSON:3_SI	Leti'e' kajakbal weye'
Maya0566	Tene' kajakbalen weye'	PERSON:1_PL	To'one' kajakbalo'on weye'
Maya0567	Tene' kajakbalen weye'	PERSON:2_PL	Te'exe' kajakbale'ex weye'
Maya0568	Tene' kajakbalen weye'	PERSON:3_PL	Leti'obe' kajakbalo'ob weye'
Maya0358	Tene' kin báaxal tu naajil xook	PERSON:2_SI	Teche' ka báaxal tu naajil xook
Maya0359	Tene' kin báaxal tu naajil xook	PERSON:3_SI	leti'e ku báaxal tu naajil xook
Maya0360	Tene' kin báaxal tu naajil xook	PERSON:1_PL	To'one' k báaxal tu naajil xook
Maya0361	Tene' kin báaxal tu naajil xook	PERSON:2_PL	Te'exe' ka báaxale'ex tu naajil xook
Maya0345	Bajux ta bo'otaj ka ts'íibta'abech naajil xook	PERSON:3_PL	Bajux tu bo'oto'ob ka ts'íibta'abo'ob naajil xook
Maya0642	Táan a boon tu naajil xook	SUBTYPE:INT	Táan wáaj a boon tu naajil xook
Maya0385	Táan in báaxal tu naajil báaxal	PERSON:2_SI	Táan a báaxal tu naajil báaxal
Maya0386	Táan in báaxal tu naajil báaxal	PERSON:3_SI	Táan u báaxal tu naajil báaxal
Maya0387	Táan in báaxal tu naajil báaxal	PERSON:1_PL	Táan k báaxal tu naajil báaxal
Maya0388	Táan in báaxal tu naajil báaxal	PERSON:2_PL	Táan a báaxale'ex tu naajil báaxal
Maya0389	Táan in báaxal tu naajil báaxal	PERSON:3_PL	Táan u báaxalo'ob tu naajil báaxal
Maya0114	Tene' áak'ab kin bin tu k'íiwikil koonol	SUBTYPE:INT	Tene' áak'ab wáaj kin bin tu k'íiwikil koonol
Maya0115	Tene' áak'ab kin bin tu k'íiwikil koonol	"TYPE:NEG, SUBTYPE:INT"	Tene' ma' áak'ab wáaj kin bin tu k'íiwikil koonoli'
Maya0199	Yaan in k'aay te' paarkéeo'	SUBTYPE:INT	Yaan wáaj in k'aay te' paarkéeo'
Maya0069	Jbinen yéetel in éetailo'ob tu k'íiwikil koonol	PERSON:2_SI	Jbinech yéetel a éetailo'ob tu k'íiwikil koonol
Maya0070	Jbinen yéetel in éetailo'ob tu k'íiwikil koonol	PERSON:3_PL	Leti'obe' jbino'ob yéetel u éetailo'ob tu k'íiwikil koonol
Maya0643	Táan u boon tu naajil xook	SUBTYPE:INT	Táan wáaj u boon tu naajil xook
Maya0659	Ta wile'ex u sáastal ta kaajale'ex	TYPE:NEG	Ma' ta wile'ex u sáastal ta kaajale'exi'
Maya0660	Ta wile'ex u sáastal ta kaajale'ex	SUBTYPE:INT	Ta wile'ex wáaj u sáastal ta kaajale'ex
Maya0681	Ta'aytak u chukiko'ob u ja'abil	"TYPE:NEG, MODE:SUB, ADVTENSE:NA"	Ma' u chuko'ob u ja'abili'
Maya0682	Ta'aytak u chukiko'ob u ja'abil	"TYPE:NEG, SUBTYPE:INT, MODE:SUB, ADVTENSE:NA, MARK:NI"	Ma' wáaj u chuko'ob u ja'abili'
Maya0468	Tene' ma' jbúuleni'	PERSON:2_SI	Teche' ma' jbúulechi'
Maya0469	Tene' ma' jbúuleni'	PERSON:3_SI	Leti'e' ma' jbúuli'
Maya0470	Tene' ma' jbúuleni'	PERSON:1_PL	To'one' ma' jbúulo'oni'
Maya0471	Tene' ma' jbúuleni'	PERSON:2_PL	Te'exe' ma' jbúule'exi'
Maya0121	Táan a bin koonol tu k'íiwikil koonol	TYPE:NEG	Ma' táan a bin koonol tu k'íiwikil koonoli'
Maya0122	Táan a bin koonol tu k'íiwikil koonol	SUBTYPE:INT	Táan wáaj a bin koonol tu k'íiwikil koonol
Maya1119	Tene' ma' áak'ab kin bin merkaadoi'	TYPE:AFF	Tene' áak'ab kin bin merkaado
Maya1120	Tene' áak'ab wáaj kin bin merkaado	SUBTYPE:DEC	Tene' áak'ab kin bin merkaado
Maya1317	Ko'ox ich kool	PERSON:2_PL	Ko'one'ex ich kool
Maya1620	Ma' táan a bine'ex ich kooli'	TYPE:AFF	Táan a bine'ex ich kool
Maya1621	Táan wáaj a bine'ex ich kool	SUBTYPE:DEC	Táan a bine'ex ich kool
Maya1618	Ma' táan u bino'ob ich kooli'	TYPE:AFF	Táan u bino'ob ich kool
Maya1619	Táan wáaj u bino'ob ich kool	SUBTYPE:DEC	Táan u bino'ob ich kool
Maya1289	Ma' táan a bin ich kooli'	PERSON:1_SI	Ma' táan in bin ich kooli'
Maya1290	Ma' táan u bin ich kooli'	PERSON:1_SI	Ma' táan in bin ich kooli'
Maya1291	Ma' táan u bino'ob ich kooli'	PERSON:1_SI	Ma' táan in bin ich kooli'
Maya1292	Ma' táan a bine'ex ich kooli'	PERSON:1_SI	Ma' táan in bin ich kooli'
Maya1293	Ma' táan k bin ich kooli'	PERSON:1_SI	Ma' táan in bin ich kooli'
Maya1075	Jayp'éel k'iino'ob ku bin tu k'íiwikil koonol	PERSON:2_SI	Jaypéel k'iino'ob ka bin tu k'íiwikil koonol
Maya1076	Jayp'éel k'iino'ob ku bino'ob tu k'íiwikil koonol	PERSON:2_SI	Jaypéel k'iino'ob ka bin tu k'íiwikil koonol
Maya1077	Jaypéel k'iino'ob ka bine'ex tu k'íiwikil koonol	PERSON:2_SI	Jaypéel k'iino'ob ka bin tu k'íiwikil koonol
Maya1258	Ta konaj a wotoch	PERSON:1_SI	Tin konaj in wotoch
Maya1594	Te' a taal tu kaajil Kopomae'	PERSON:1_SI	Te' in taal tu kaajil Kopomae'
Maya1595	Te' u taal tu kaajil Kopomae'	PERSON:1_SI	Te' in taal tu kaajil Kopomae'
Maya1596	Te' k taal tu kaajil Kopomae'	PERSON:1_SI	Te' in taal tu kaajil Kopomae'
Maya1597	Te' a taale'ex tu kaajil Kopomae'	PERSON:1_SI	Te' in taal tu kaajil Kopomae'
Maya1598	Te' u taalo'ob tu kaajil Kopomae'	PERSON:1_SI	Te' in taal tu kaajil Kopomae'
Maya1131	Ki'imak wáaj a wóol a bin tu k'íiwikil koonol	SUBTYPE:DEC	Ki'imak a wóol a bin tu k'íiwikil koonol
Maya1475	Leti'e' ma' jbúul wáaj	PERSON:2_SI	Teche' ma' jbúulech wáaj
Maya1476	To'one' ma' jbúulo'on wáaj	PERSON:2_SI	Teche' ma' jbúulech wáaj
Maya1477	Te'exe' ma' jbúule'ex wáaj	PERSON:2_SI	Teche' ma' jbúulech wáaj
Maya1062	Ma' tin wilikech tu k'íiwikil koonol	PERSON:2_PL	Ma' tin wilike'ex tu k'íiwikil koonol
Maya1063	Ma' ta wiliken tu k'íiwikil koonol	PERSON:2_PL	Ma' tin wilike'ex tu k'íiwikil koonol
Maya1064	Ma' tin wiliko'ob tu k'íiwikil koonol	PERSON:2_PL	Ma' tin wilike'ex tu k'íiwikil koonol
Maya1065	Ma' tin wiliken tu k'íiwikil koonol	PERSON:2_PL	Ma' tin wilike'ex tu k'íiwikil koonol
Maya1441	Ma' ta wu'uyik ooxoli'	PERSON:1_SI	Ma' tin wu'uyik ooxoli'
Maya1442	Ma' tu yu'ubik ooxoli'	PERSON:1_SI	Ma' tin wu'uyik ooxoli'
Maya1443	Ma' tu yu'ubiko'ob ooxoli'	PERSON:1_SI	Ma' tin wu'uyik ooxoli'
Maya1444	Ma' ta wu'uyike'ex ooxoli'	PERSON:1_SI	Ma' tin wu'uyik ooxoli'
Maya1445	Ma' tu yu'ubiko'ob ooxoli'	PERSON:1_SI	Ma' tin wu'uyik ooxoli'
Maya1116	Ma' jach k'a'abéet in bin merkaadoi'	TYPE:AFF	Jach k'a'abéet in bin merkaado
Maya1117	Jach wáaj k'a'abéet in bin merkaado	SUBTYPE:DEC	Jach k'a'abéet in bin merkaado
Maya1123	Ma' táan u bin koonol tu k'íiwikil koonoli'	TYPE:AFF	Táan u bin koonol tu k'íiwikil koonol
Maya1124	Táan wáaj u bin koonol tu k'íiwikil koonol	SUBTYPE:DEC	Táan u bin koonol tu k'íiwikil koonol
Maya1007	Yaan wáaj a bin koonol tu k'íiwikil koonol	PERSON:1_SI	Yaan wáaj in bin koonol tu k'íiwikil koonol
Maya1008	Yaan wáaj u bin koonol tu k'íiwikil koonol	PERSON:1_SI	Yaan wáaj in bin koonol tu k'íiwikil koonol
Maya1009	Yaan wáaj u bin koonol tu k'íiwikil koonol	PERSON:1_SI	Yaan wáaj in bin koonol tu k'íiwikil koonol
Maya1010	Yaan wáaj u bino'ob koonol tu k'íiwikil koonol	PERSON:1_SI	Yaan wáaj in bin koonol tu k'íiwikil koonol
Maya1011	Yaan wáaj u bino'ob koonol tu k'íiwikil koonol	PERSON:1_SI	Yaan wáaj in bin koonol tu k'íiwikil koonol
Maya1012	Yaan wáaj a bine'ex koonol tu k'íiwikil koonol	PERSON:1_SI	Yaan wáaj in bin koonol tu k'íiwikil koonol
Maya1013	Yaan wáaj k bin koonol tu k'íiwikil koonol	PERSON:1_SI	Yaan wáaj in bin koonol tu k'íiwikil koonol
Maya1181	Ma' ta wiliken merkaado	PERSON:2_SI	Ma' tin wilikech merkaado
Maya1646	Ka wu'uyik wáaj ooxol	"TYPE:NEG, SUBTYPE:DEC"	Ma' ta wu'uyik ooxoli'
Maya1646a	Ka wu'uyik ooxol	TYPE:NEG	Ma' ta wu'uyik ooxoli'
Maya1646a	Ka wu'uyik wáaj ooxol	SUBTYPE:DEC	Ka wu'uyik ooxol
Maya1647	Ma' ta wu'uyik  wáaj ooxoli'	SUBTYPE:DEC	Ma' ta wu'uyik ooxoli'
Maya1048	Teche' áak'ab ka bin tu k'íiwikil koonol	PERSON:1_SI	Tene' áak'ab kin bin tu k'íiwikil koonol
Maya1049	Leti'e' áak'ab ku bin tu k'íiwikil koonol	PERSON:1_SI	Tene' áak'ab kin bin tu k'íiwikil koonol
Maya1050	To'one' áak'ab k bin tu k'íiwikil koonol	PERSON:1_SI	Tene' áak'ab kin bin tu k'íiwikil koonol
Maya1051	Te'exe' áak'ab ka bine'ex tu k'íiwikil koonol	PERSON:1_SI	Tene' áak'ab kin bin tu k'íiwikil koonol
Maya1045	Ma' jach k'a'abéet wáaj u bin tu k'íiwikil koonoli'	PERSON:1_SI	Ma' jach k'a'abéet wáaj in bin tu k'íiwikil koonoli'
Maya1046	Ma' jach k'a'abéet wáaj u bino'ob tu k'íiwikil koonoli'	PERSON:1_SI	Ma' jach k'a'abéet wáaj in bin tu k'íiwikil koonoli'
Maya1047	Ma' jach k'a'abéet wáaj a bine'ex k'íiwikil koonoli'	PERSON:1_SI	Ma' jach k'a'abéet wáaj in bin k'íiwikil koonoli'
Maya1027	Leti'e' ajkoonol	PERSON:1_SI	Tene' ajkoonolen
Maya1028	Teche' ajkoonolech	PERSON:1_SI	Tene' ajkoonolen
Maya1029	To'one' ajkoonolo'on	PERSON:1_SI	Tene' ajkoonolen
Maya1030	Te'exe' ajkoonole'ex	PERSON:1_SI	Tene' ajkoonolen
Maya1118	Ma' wáaj jach k'a'abéet in bin merkaadoi'	TYPE:AFF	Jach wáaj k'a'abéet in bin merkaado
Maya1584	Mix teech kajakbalech ta wotoch	PERSON:1_SI	Mix teen kajakbalen ta wotoch
Maya1585	Mix leti' kajakbal ta wotoch	PERSON:1_SI	Mix teen kajakbalen ta wotoch
Maya1586	Mix to'on kajakbalo'on ta wotoch	PERSON:1_SI	Mix teen kajakbalen ta wotoch
Maya1587	Mix te'ex kajakbale'ex ta wotoch	PERSON:1_SI	Mix teen kajakbalen ta wotoch
Maya1588	Mix leti'ob kajakbalo'ob ta wotoch	PERSON:1_SI	Mix teen kajakbalen ta wotoch
Maya1648	Te'exe' ka wu'uyike'ex wáaj ooxol	"TYPE:NEG, SUBTYPE:DEC"	Ma' ta wu'uyike'ex ooxoli'
Maya1649a	Te'exe' ka wu'uyike'ex wáaj ooxol	TYPE:NEG	Ma' ta wu'uyike'ex wáaj ooxoli'
Maya1649	Ma' ta wu'uyike'ex wáaj ooxoli'	SUBTYPE:DEC	Ma' ta wu'uyike'ex ooxoli'
Maya1090	Táan a bin koonol merkaado	PERSON:1_SI	Táan in bin koonol merkaado
Maya1091	Táan u bin koonol merkaado	PERSON:1_SI	Táan in bin koonol merkaado
Maya1092	Táan u bino'ob koonol merkaado	PERSON:1_SI	Táan in bin koonol merkaado
Maya1093	Táan a bine'ex koonol merkaado	PERSON:1_SI	Táan in bin koonol merkaado
Maya1094	Táan k bin koonol merkaado	PERSON:1_SI	Táan in bin koonol merkaado
Maya1616	Ma' táan u bin ich kooli'	TYPE:AFF	Táan u bin tu kool
Maya1617	Táan wáaj u bin ich kool	SUBTYPE:DEC	Táan u bin tu kool
Maya1645	Táan wáaj a xooke'ex xook tu naajil xook	SUBTYPE:DEC	Táan a báaxale'ex báaxal tu naajil báaxal
Maya1483	Ma' ta wilaj u sáastal ta kaajali'	PERSON:1_SI	Ma' tin wilaj u sáastal tin kaajali'
Maya1484	Ma' tu yilaj u sáastal tu kaajali'	PERSON:1_SI	Ma' tin wilaj u sáastal tin kaajali'
Maya1485	Ma' tak ilaj u sáastal k kaajali'	PERSON:1_SI	Ma' tin wilaj u sáastal tin kaajali'
Maya1486	Ma' tu yilo'ob u sáastal tu kaajalo'obi'	PERSON:1_SI	Ma' tin wilaj u sáastal tin kaajali'
Maya1487	Ma' ta wile'ex u sáastal ta kaajale'exi'	PERSON:1_SI	Ma' tin wilaj u sáastal tin kaajali'
Maya1112	Ma' jach k'a'abéet in bin tu k'íiwikil koonoli'	TYPE:AFF	Jach k'a'abéet in bin tu k'íiwikil koonol
Maya1113	Jach wáaj k'a'abéet in bin k'íiwikil koonol	SUBTYPE:DEC	Jach k'a'abéet in bin tu k'íiwikil koonol
Maya1407	Yaan a boon tu naajil xook	PERSON:1_SI	Yaan in boon tu naajil xook
Maya1408	Yaan u boon tu naajil xook	PERSON:1_SI	Yaan in boon tu naajil xook
Maya1409	Yaan k boon tu naajil xook	PERSON:1_SI	Yaan in boon tu naajil xook
Maya1410	Yaan a boone'ex tu naajil xook	PERSON:1_SI	Yaan in boon tu naajil xook
Maya1411	Yaan u boono'ob tu naajil xook	PERSON:1_SI	Yaan in boon tu naajil xook
Maya1223	Jweeno'ob merkaado	PERSON:1_SI	Jweenen merkaado
Maya1224	Jweene'ex merkaado	PERSON:1_SI	Jweenen merkaado
Maya1523	Ma' u ya'alik u k'aaba'	PERSON:1_SI	Ma' in wa'alik u k'aaba'
Maya1524	Ma' k a'alik u k'aaba'i'	PERSON:1_SI	Ma' in wa'alik u k'aaba'i'
Maya1525	Ma' a wa'alike'ex u k'aaba'	PERSON:1_SI	Ma' in wa'alik u k'aaba'
Maya1526	Ma' u ya'aliko'ob u k'aaba'	PERSON:1_SI	Ma' in wa'alik u k'aaba'
Maya1136	To'one' áak'ab wáaj k bin tu k'íiwikil koonol	SUBTYPE:DEC	To'one' áak'ab k bin tu k'íiwikil koonol
Maya1137	To'one' ma' áak'ab wáaj k bin tu k'íiwikil koonoli'	"TYPE:AFF, SUBTYPE:DEC"	To'one' áak'ab k bin tu k'íiwikil koonol
Maya1137a	To'one' ma' áak'ab wáaj k bin tu k'íiwikil koonoli'	TYPE:AFF	To'one' áak'ab wáaj k bin tu k'íiwikil koonol
Maya1434	Teche' yaan tech meyaj biología	PERSON:1_SI	Tene' yaan ten meyaj biología
Maya1435	Leti'e' yaan meyaj biología	PERSON:1_SI	Tene' yaan ten meyaj biología
Maya1436	To'one' yaanto'on meyaj biología	PERSON:1_SI	Tene' yaan ten meyaj biología
Maya1437	Te'exe' yaan te'ex meyaj biología	PERSON:1_SI	Tene' yaan ten meyaj biología
Maya1233	Leti'e' bin áalkab te' taam paarkéeo'	PERSON:1_SI	Tene' bin áalkab te' taam paarkéeo'
Maya1204	Teche' ma' ta bin xíimbal tu yotochi'	TYPE:AFF	Teche' ka bin xíimbal tu yotoch
Maya1669	Bix a k'aaba'	SUBTYPE:DEC	Teche' a k'aaba'e'
Maya1670	Teche' ma' a k'aaba'i'	TYPE:AFF	Teche' a k'aaba'e'
Maya1671	Tene' ma' in k'aaba'i'	PERSON:2_SI	Teche' ma' a k'aaba'i'
Maya1705	Tu'ux k'íiwikil koonol suuk a jóok'ol koonol	ASPECT:HAB	Tu'ux k'íiwikil koonol ka jóok'ol koonol
Maya1706	Tu'ux k'íiwikil koonol yaan a jóok'ol koonol	ASPECT:HAB	Tu'ux k'íiwikil koonol ka jóok'ol koonol
Maya1707	Tu'ux k'íiwikil koonol k'a'abéet a jóok'ol koonol	ASPECT:HAB	Tu'ux k'íiwikil koonol ka jóok'ol koonol
Maya1708	Tu'ux k'íiwikil koonol káaj a jóok'ol koonol	ASPECT:HAB	Tu'ux k'íiwikil koonol ka jóok'ol koonol
Maya1709	Tu'ux k'íiwikil koonol taak a jóok'ol koonol	ASPECT:HAB	Tu'ux k'íiwikil koonol ka jóok'ol koonol
Maya1502	Teche' ts'oka'an wáaj a beel	PERSON:1_SI	Tene' ts'oka'an wáaj in beel
Maya1503	Leti'e' ts'oka'an wáaj u beel	PERSON:1_SI	Tene' ts'oka'an wáaj in beel
Maya1504	To'one' ts'oka'an wáaj k beel	PERSON:1_SI	Tene' ts'oka'an wáaj in beel
Maya1505	Te'exe' ts'oka'an wáaj a beele'ex	PERSON:1_SI	Tene' ts'oka'an wáaj in beel
Maya1506	Leti'obe' ts'oka'an wáaj u beelo'ob	PERSON:1_SI	Tene' ts'oka'an wáaj in beel
Maya1692	Leti'obe' ma' ti' u taalo'obi'	TYPE:AFF	Leti'obe' ti' u taalo'obi'
Maya1693	Ti' wáaj a taalo'obi'	SUBTYPE:DEC	Leti'obe' ti' u taalo'obi'
Maya1370	Táan a suut tu naajil xook	PERSON:1_SI	Táan in suut tu naajil xook
Maya1371	Táan u suut tu naajil xook	PERSON:1_SI	Táan in suut tu naajil xook
Maya1372	Táan k suut tu naajil xook	PERSON:1_SI	Táan in suut tu naajil xook
Maya1373	Táan a suute'ex tu naajil xook	PERSON:1_SI	Táan in suut tu naajil xook
Maya1374	Táan u suuto'ob tu naajil xook	PERSON:1_SI	Táan in suut tu naajil xook
Maya1517	Teche' a k'aaba'e'	PERSON:1_SI	Tene' in k'aaba'e'
